name,state,stars,category
Lim Fong's Kitchen,NJ,3.0,Chinese
Orchid Seafood,LA,4.5,Chinese
Szechuan East,PA,3.5,Chinese
King Wong,NJ,3.5,Chinese
Ban Thai Restaurant,FL,3.0,Thai
Super Wok,PA,4.0,Chinese
China Ruby,PA,3.5,Chinese
Minami Japanese,TN,3.5,Japanese
Sakura Japanese Restaurant,TN,3.0,Chinese
China House Express,DE,4.0,Chinese
Pam's Roti Shop & Caribbean Market,FL,4.5,Indian
East Buffet Restaurant,TN,2.5,Chinese
Pho King,LA,3.0,Vietnamese
Quick Wok Chinese Restaurant,LA,3.0,Chinese
Lin's Restaurant,LA,4.0,Vietnamese
New China Buffet,IN,2.5,Chinese
Shiki Sushi Bar & Restaurant,FL,3.5,Japanese
Three Happiness Restaurant,LA,3.5,Chinese
Golden Sea Chinese Restaurant,PA,3.5,Chinese
Ruby Chinese Restaurant,PA,3.0,Chinese
Thai Select,IN,4.0,Thai
Paradise Biryani Pointe,TN,3.5,Indian
Hong Kong,IN,3.5,Chinese
Thai Star,TN,3.0,Thai
TaKorean,PA,3.5,Korean
Zhou's House Chinese Restaurant,PA,3.0,Chinese
Noobar,PA,3.0,Japanese
Chinese Tea Garden,LA,3.0,Chinese
A Taste of Thailand Restaurant,LA,4.0,Thai
Sake Cafe Veterans,LA,3.0,Japanese
Thai Phooket,TN,3.5,Thai
Kobawoo Express,PA,4.5,Korean
MaTaNe Japanese Dining,MO,4.0,Korean
Happy Wok,AZ,4.0,Chinese
Dan Dan,PA,4.0,Chinese
Somsak Thai Cuisine,NJ,3.5,Thai
DD Mau Vietnamese Eatery,MO,4.5,Vietnamese
China Taste,FL,3.5,Chinese
Ben Thanh Restaurant,FL,4.0,Vietnamese
China Star,FL,4.0,Chinese
Thai Terrace,FL,4.0,Thai
Pho Ha Saigon,PA,3.5,Vietnamese
Ha Long Bay,FL,3.5,Chinese
Morimoto,PA,4.5,Japanese
Dragon Nest,NJ,3.5,Chinese
Hunan Empress,MO,3.5,Chinese
Hibachi Express,FL,4.0,Japanese
East,CA,2.5,Thai
Thai Nivas Cafe,MO,3.5,Thai
Godaari Ruchulu,PA,4.0,Indian
Spice Box,IN,4.5,Indian
Ramen 4 Real,NV,4.0,Japanese
Thai Square Restaurant,PA,4.0,Thai
Banana Blossom,LA,4.0,Thai
Fujiyama,TN,3.5,Japanese
Ayoki Japan,FL,3.5,Japanese
Tandoor Indian Cuisine,FL,4.5,Indian
Tamarind,AZ,4.0,Indian
Thai Djing,LA,4.5,Thai
Szechuan Garden,NV,3.5,Chinese
Sesame Chinese Restaurant,MO,4.0,Chinese
Red Pepper Restaurant,CA,4.0,Chinese
Smashing Plates,PA,3.5,Indian
Spice Nation,IN,4.5,Indian
Pho Long,MO,3.5,Vietnamese
China Jade,PA,2.0,Chinese
Eden Korean Restaurant,NJ,4.5,Korean
Namo Namaste,LA,3.5,Indian
Hoy Yeung Restaurant,NJ,4.0,Chinese
Pho 97,FL,4.0,Vietnamese
China Cook Express,NJ,4.5,Thai
Kabobeesh,PA,3.5,Indian
Yoshimatsu Japanese Eatery,AZ,3.5,Japanese
SFG - Shree Fusion Grill,PA,4.0,Indian
Gabby's Banh Mi,PA,4.0,Vietnamese
Queen of India,PA,2.5,Indian
ABC Seafood Chinese Restaurant,FL,4.0,Chinese
Chuancai Fang,IN,4.0,Chinese
Omakase Umi,ID,3.5,Japanese
Panda Express,MO,2.0,Chinese
Little Tokyo,PA,4.0,Japanese
Otaku Ramen ,TN,3.5,Japanese
Bangkok Tokyo Restaurant,FL,4.5,Thai
Bangkok Thai Restaurant,FL,4.0,Thai
New China Buffet,MO,3.0,Chinese
Spice Rack,PA,4.0,Indian
Pei Wei,FL,3.0,Chinese
Panda Chinese Restaurant,IN,2.5,Chinese
Yummy Pho,PA,4.5,Vietnamese
Bombay Kitchen,PA,4.5,Indian
Webster Garden,MO,3.5,Vietnamese
China King Buffet,TN,2.0,Chinese
Yen Ching,NV,3.0,Chinese
Café de Bangkok,FL,4.5,Thai
Royal India Spice Market,PA,2.5,Indian
City Garden Chinese Restaurant,PA,2.5,Chinese
India Palace,MO,4.0,Indian
Siam Thai & Sushi,FL,4.5,Thai
Peking,FL,4.0,Chinese
The Black Sheep,CA,4.5,Japanese
PokeDoke,MO,4.5,Korean
House Of Biryani's And Kebab's,PA,3.0,Indian
China Inn,MO,3.5,Chinese
Sakura Japanese Cuisine,PA,3.5,Japanese
Godaari Ruchulu - Exton,PA,2.5,Indian
Kaffir Thai,NJ,4.0,Thai
Nori Sushi,PA,4.0,Japanese
Mikado Japanese Restaurant,NJ,4.0,Japanese
Teppanyaki Grill & Buffet,NJ,3.0,Chinese
Wings & Rice,AZ,4.0,Korean
East South Asian Cuisine,PA,4.0,Chinese
Chinese Noodle Café,MO,3.5,Chinese
Dhaniya Drums Indian Food,FL,4.0,Indian
Pho Danh #4,LA,3.5,Vietnamese
Royal Garden,DE,3.0,Chinese
Crispy Edge,MO,4.0,Chinese
Sushi House,PA,4.0,Japanese
Angithi Indian Cuisine,FL,4.0,Indian
China House Buffet,MO,2.5,Chinese
Umi Sushi,NV,4.0,Japanese
Lucky Dragon,CA,3.5,Chinese
Umpasri Authentic Thai Cuisine,NJ,3.5,Thai
Sawasdee Thai Restaurant,NV,4.0,Thai
Green China,MO,3.5,Chinese
China Garden,MO,4.0,Chinese
I Thai Sushi Sport bars,FL,4.5,Thai
China View Bistro,AZ,3.5,Chinese
Thai Terrace Cuisine,NJ,4.0,Thai
Lanna Thai Cafe,NV,4.0,Thai
Asian Kitchen Korean Cuisine,MO,3.5,Korean
Wah Wah Chinese Restaurant,IN,2.5,Chinese
Hot Wok,LA,4.0,Chinese
Ichiban,TN,4.0,Japanese
Sakura Japanese Sushi & Grill,FL,3.0,Japanese
Xi'an Sizzling Woks,PA,3.5,Chinese
Favorite Indian Cuisine,IN,4.0,Indian
Niji Sushi House,PA,4.0,Japanese
Indian Restaurant,PA,3.5,Indian
Vietnam Cafe,PA,4.5,Vietnamese
Mr Sushi All You Can Eat,NJ,4.0,Japanese
Ashoka Palace,PA,2.0,Indian
Maru Sushi,ID,4.0,Japanese
Dusit Thai Restaurant,TN,3.5,Thai
Hok Heng,PA,4.5,Chinese
Square on Square,PA,3.5,Chinese
P.F. Chang's,NV,3.5,Chinese
Yi Palace - Wilmington,DE,3.5,Chinese
Panda Express,TN,2.5,Chinese
Pholicious,FL,4.0,Vietnamese
Pholosophy,PA,4.0,Vietnamese
Ginger's Cafe,FL,5.0,Korean
Nirvana Indian Cuisine,LA,3.5,Indian
China Inn,MO,4.0,Chinese
House of Pho,PA,3.5,Vietnamese
Curry Bird,PA,3.0,Thai
Ateethi Locust,PA,4.5,Indian
Hajimaru Fishtown,PA,4.5,Japanese
Thai Gai Yang Cafe,MO,3.5,Thai
Modita,IN,4.5,Chinese
Hot Wok,TN,4.0,Chinese
Lil Dumplings Noodle Bar - The Garage,IN,4.0,Japanese
Pad Thai Shack,PA,1.5,Thai
Biryani King,PA,3.0,Indian
Kansai Japanese Cuisine,PA,4.0,Japanese
Thai Kuu,PA,3.5,Thai
Giwa Korean Kitchen,PA,3.5,Korean
Green Curry,TN,4.0,Thai
China Star,FL,2.0,Chinese
King Doh Chinese Restaurant,MO,3.0,Chinese
Yummy Yummy Chinese Restaurant,LA,3.0,Chinese
Rooster Thai Sushi,FL,5.0,Thai
Poke Bros - Wilmington,DE,3.5,Japanese
Chong Qing,LA,4.0,Chinese
The Coconut Downtown,NV,4.5,Thai
Aman's Indian Bistro,PA,4.0,Indian
Kakachi Juicy Shrimp N Wings,FL,4.0,Chinese
Corner Asian Cafe,TN,4.0,Chinese
Saffron The Indian Kitchen,TN,4.0,Indian
Cafe De Siam,FL,4.5,Thai
China Taste,FL,3.5,Chinese
Tampopo,PA,4.0,Korean
Wonderful Chinese,PA,3.5,Chinese
Tomodachi Japanese Steakhouse& Sushi Bar,PA,4.0,Japanese
Panda Express,IN,2.5,Chinese
NORI Japanese Hibachi & Asian Cuisine,TN,4.5,Chinese
Khanna's Desi Vibes,MO,4.5,Indian
Red Apple Chinese Restaurant,LA,4.0,Chinese
Thai Zaap Cafe,LA,4.0,Thai
Nola Desi Kitchen,LA,4.0,Indian
Baguette Deli,ID,4.0,Vietnamese
Nhu Quynh Banh Mi Cafe,PA,4.5,Vietnamese
Tokyo Bay Japanese Restaurant & Sushi,FL,3.5,Korean
Perry's B B Q,FL,4.5,Chinese
Desi Chaat House,PA,4.0,Indian
Hiro Asian Kitchen,MO,4.0,Chinese
Haiku Tampa,FL,4.0,Japanese
Lona's Lil Eats,MO,4.5,Thai
Panda Restaurant,IN,3.5,Chinese
Xi'an Sizzling Woks,PA,3.5,Chinese
KoJa,PA,3.5,Korean
Asian Grill,NJ,4.0,Thai
Got Sushi?,FL,4.0,Japanese
Pho Viet Restaurant,FL,4.0,Vietnamese
Tucson Fat Noodle,AZ,3.5,Japanese
King's Wok,IN,4.0,Chinese
New Si Chuan Garden,CA,4.0,Chinese
Galbiya,TN,5.0,Korean
Mr Sushi,FL,4.0,Japanese
Nooddi Thai Chef,PA,3.5,Thai
Mandarin Court,NJ,3.0,Chinese
Oriental Lunch,TN,4.0,Chinese
Ateethi,PA,4.5,Indian
Rotary Sushi,ID,3.5,Japanese
Potwhale,AZ,4.5,Chinese
Wing China,IL,4.0,Chinese
Priyaa Indian Cuisine,MO,4.0,Indian
Monsoon Fine Indian Cuisine,NJ,3.5,Indian
Henry's China,PA,3.5,Chinese
Ichi Japanese Sushi,NJ,4.5,Japanese
Aloha Lei,LA,4.5,Japanese
Asian Chao,PA,2.0,Chinese
Pad Thai Kitchen,TN,2.5,Thai
Kona Grill - Carmel,IN,4.0,Japanese
Kabab House,FL,4.5,Indian
Thai Prime Kitchen & Bar,FL,4.0,Thai
Naisa Pan-Asian Cafe,IN,4.5,Chinese
Thai Samurai,FL,4.0,Thai
John & Mary's Food Store,LA,4.0,Vietnamese
Kounter Kulture,MO,5.0,Korean
Nagasaki Sushi & Ramen Noodle,PA,3.5,Japanese
Amma's South Indian Cuisine,NJ,4.0,Indian
India House,PA,4.0,Indian
China King,IL,3.0,Chinese
Banh Mi Boys,LA,4.5,Vietnamese
TAP Thai Cuisine,CA,3.5,Thai
China Wok,FL,4.0,Chinese
Pho Ngan,AZ,4.0,Vietnamese
Naruto Sushi,NJ,4.5,Japanese
Silk Cuisine,PA,4.0,Thai
Kalaya,PA,4.5,Thai
First Wok,PA,3.0,Chinese
Tokyo Japanese Steakhouse & Sushi Bar,FL,3.5,Japanese
China Wok,TN,3.5,Chinese
Yamato Sushi & Hibachi Express,IN,4.0,Japanese
Bento Asian Bistro,IN,4.0,Thai
Hong Kong Chinese Restaurant,IL,5.0,Chinese
Dim Sum Factory - Horsham,PA,4.0,Chinese
Maki of Japan,PA,2.5,Chinese
Sushi Thai by Samran,IL,4.5,Thai
Bonfire Mongolian Grill,TN,3.0,Japanese
Korea House,TN,4.5,Korean
Flavor of India,CA,4.0,Indian
Bamboo Bistro,PA,4.0,Thai
Rayaki - Cherry Hill,NJ,4.0,Japanese
China Bamboo,AZ,4.0,Chinese
Thinh An Kitchen & Tofu,FL,4.5,Vietnamese
Chinese Gourmet,MO,4.0,Chinese
Empire Szechuan,PA,3.5,Chinese
Ota-Ya Japanese Restaurant,PA,4.0,Japanese
Kabobi,PA,4.0,Indian
China House,PA,3.5,Chinese
Nakaya Japanese Bistro,FL,4.0,Japanese
Dae Bak,PA,4.0,Korean
Saigon Quy-Bau Restaurant,PA,4.0,Vietnamese
Tiny Chef,MO,5.0,Korean
Panda Express,TN,2.0,Chinese
New China,LA,4.0,Chinese
Great Wall China,AZ,3.0,Korean
St. Charles Noodle,LA,4.0,Vietnamese
88 Korean BBQ,PA,3.5,Korean
PadChili,PA,3.5,Thai
Pho Bang,LA,4.0,Vietnamese
Chatayee Thai,PA,4.5,Thai
Pho Cafe Hong Kong Diner,NV,3.0,Vietnamese
Bo Ne Restaurant,NJ,4.5,Vietnamese
Ploy Siam,NJ,4.5,Thai
Peking Media,PA,3.5,Chinese
Lost Shack,ID,4.0,Japanese
China in Bombay,MO,3.5,Indian
Fortune Cookie Restaurant,AZ,3.5,Chinese
Nam Phuong Bistro,PA,4.0,Vietnamese
Kalbi Taco Shack,MO,4.5,Korean
Rice Bowl,FL,4.5,Thai
Jalsa,PA,3.5,Indian
China Wok,IN,3.0,Chinese
China Wok Express,MO,2.5,Chinese
Utsav Indian Cuisine,PA,4.0,Indian
Nam Son,PA,4.0,Vietnamese
Lam's Garden,IL,3.0,Chinese
Thai BBQ,MO,4.5,Thai
Sushi | Bar Montecito,CA,4.5,Japanese
Hing Wah Chop Suey,IL,4.0,Chinese
Si-Am Thai,FL,4.0,Thai
Tong Phoon Thai Restaurant,IL,4.0,Thai
Rim Asian Bistro,NV,3.0,Chinese
Veekoo,PA,4.0,Thai
Trang Viet Cuisine,FL,4.0,Vietnamese
Peking Palace & Sushi Bar,TN,4.0,Chinese
Thai Mint,LA,4.0,Thai
Viet Kitchen,FL,4.5,Vietnamese
Cupbop - Korean BBQ,ID,4.0,Korean
ABC Market,AZ,4.0,Chinese
China House Chinese Kitchen,DE,3.0,Chinese
Vietnamese Restaurant,ID,4.0,Korean
New Delhi Palace,AZ,3.5,Indian
Tamarind Indian Cuisine,FL,3.5,Indian
Com Tam Thuan Kieu,AZ,4.0,Vietnamese
China King,FL,3.5,Chinese
Koco Bell,ID,5.0,Korean
Kinnaree,PA,4.0,Thai
Lotus Vietnamese Cuisine,LA,3.5,Vietnamese
Bao Down,TN,4.0,Chinese
Panda Express,TN,3.0,Chinese
Jian Korean Cuisine,PA,3.5,Korean
Top China,FL,3.5,Chinese
Mainline Sushi,PA,5.0,Japanese
Atlantis Sky Terrace Sushi Bar,NV,3.5,Japanese
Barg Continental Restaurant,MO,4.5,Indian
Cali Grill,AZ,3.0,Vietnamese
Thai Town Cuisine,IN,4.5,Thai
Nam King Restaurant,ID,2.0,Chinese
Cafe Pho Ga Thanh Thanh,PA,4.0,Vietnamese
CHUlicious,NJ,4.0,Chinese
Mike's Sushi & Sake Bar,FL,4.5,Japanese
Wokworks,PA,4.0,Chinese
Same Same,PA,4.0,Vietnamese
Musashi Exotic Japanese Cuisine,PA,4.5,Japanese
Bluefin Sushi & Thai,TN,4.0,Thai
Phoenix Village,AZ,4.0,Chinese
Saigon Vietnamese Restaurant,CA,3.5,Vietnamese
Pho Tam,ID,3.5,Vietnamese
Royal India,NV,4.5,Indian
Thai Basil,FL,4.0,Thai
Thai Burger Cafe,NJ,4.5,Thai
China Moon,PA,4.0,Chinese
Lu Lu Seafood & Dim Sum,MO,3.0,Chinese
Himalayan Kitchen,CA,4.0,Indian
Sweet Dreams Bakery And Bubble Tea,TN,4.5,Chinese
O'Sake,TN,4.0,Japanese
Oriental Palace,NJ,3.5,Japanese
Sakura,PA,3.5,Japanese
China Royal,DE,3.0,Chinese
Sampan Inn,PA,3.5,Chinese
Egg Roll King,IN,3.5,Chinese
Golden Star Restaurant,ID,3.0,Chinese
Far East,PA,2.0,Chinese
Tiger Lily Restaurant,IN,4.0,Korean
Szechuan Omei,AZ,3.0,Vietnamese
Tiffin,NJ,3.5,Indian
Haveli Indian Cuisine & Bar,NV,4.5,Indian
Siam Cuisine,PA,3.0,Thai
Pho 9 - Pho Xinh,NJ,4.0,Vietnamese
Happy Fast Food,TN,4.5,Chinese
Ho Sai Gai Restaurant,PA,4.0,Chinese
Pastries N Chaat,FL,4.0,Indian
Cho Cho San Japanese & Chinese,PA,3.0,Chinese
One Family Korean Restaurant,FL,4.0,Korean
China Buffet Restaurant,IN,2.5,Chinese
Sagami,NJ,4.5,Japanese
Nooddi Thai Chef,PA,4.0,Korean
BT In a Box,FL,3.5,Vietnamese
Mom's Kitchen,MO,2.5,Chinese
New Hibachi Express,DE,3.0,Chinese
Shiki Japanese Cuisine,TN,4.0,Japanese
Kotobuki,NJ,3.5,Japanese
Hong Kong Restaurant,IN,4.0,Chinese
Tony's K-food,MO,4.5,Korean
Peking Wok Chinese Restaurant,NJ,4.0,Chinese
Mong Kok Station,PA,3.5,Chinese
Hue Fusion Food Market,PA,4.5,Korean
Chopsticks Super Buffet,FL,3.0,Chinese
PhoEdin,FL,4.0,Vietnamese
Paradise Biryani Pointe,FL,3.0,Indian
Peng Yuan,PA,3.5,Chinese
Panda Express,NJ,3.5,Chinese
House of Tokyo,IN,3.0,Japanese
Harmony Poke & Bubble Tea,IN,4.5,Japanese
Jane G's Restaurant,PA,4.0,Chinese
Gold Fountain II Chinese Restaurant,PA,3.0,Chinese
Amber Indian Restaurant,IN,4.0,Indian
Panda Express,AZ,1.5,Chinese
East Buffet,LA,3.0,Chinese
Sushi Ninja Tampa,FL,4.0,Korean
Little Ninja Thai Japanese Food & Cafe,FL,5.0,Thai
Sushi Alive Asian Bistro & Raw,FL,3.5,Japanese
Little Sicily 2,PA,4.5,Indian
Food Spot Market,AZ,4.0,Chinese
Big Eyes Sushi,PA,3.5,Japanese
Seoul Taco,MO,4.0,Korean
P.F. Chang's,IN,3.0,Vietnamese
New Beijing,FL,3.5,Chinese
Lorna's One Stop Jerk Center Restaurant,FL,4.0,Chinese
Baba's Japanese Steakhouse & Sushi Bar,IN,4.5,Japanese
Winnie Q,NJ,3.5,Japanese
J & Z China Buffet,FL,3.5,Chinese
Yummy Yummy,PA,4.0,Chinese
P.F. Chang's,ID,3.0,Chinese
Michi Sushi,PA,4.0,Chinese
New Star Chinese Restaurant,PA,3.5,Chinese
China One,FL,2.0,Chinese
Ns Food and Gifts,FL,3.5,Indian
Sesami,PA,5.0,Korean
Subzi Mandi Cherry Hill,NJ,3.0,Indian
India Gate,IN,3.5,Indian
Ikura Hibachi and Sushi,LA,3.5,Japanese
Dian Xin,LA,4.5,Chinese
Diversity Buffet,PA,2.0,Chinese
Vincent's,NJ,4.5,Thai
Curriez Indian Cuisine,FL,2.0,Indian
Capt. Sal's Seafood & Chicken,LA,4.0,Chinese
Golden Wok,FL,3.5,Chinese
Sampan,PA,4.0,Thai
Sushi Xtreme,DE,4.0,Japanese
China Taste,FL,3.0,Chinese
Top China,FL,1.5,Chinese
Golden Phoenix,FL,4.0,Vietnamese
Dynasty Buffet,PA,2.5,Chinese
Tree Garden,DE,4.0,Chinese
Master Wok,PA,2.0,Chinese
Yummy Sushi,NJ,4.0,Vietnamese
Aubergine Cafe,MO,5.0,Thai
MIYABI Japanese Cuisine,NV,4.5,Japanese
Bhan Thai - Mount Laurel,NJ,4.0,Thai
Fat Noodle,AZ,3.0,Japanese
China House,TN,2.5,Chinese
nunu,PA,4.0,Japanese
Coconut Chicken Hot Pot & BBQ,PA,3.5,Korean
Bushi,AZ,4.0,Korean
Pinch Dumplings,PA,3.0,Chinese
Genji Japanese Restaurant,PA,3.5,Japanese
Takoyaki Balls,AZ,4.5,Japanese
Panda Express,PA,2.5,Chinese
New China,NJ,2.5,Chinese
Jimmy's Sushi Bar,FL,4.5,Japanese
Asia Wok,IN,4.0,Chinese
China King Restaurant,DE,4.0,Chinese
Watami Sushi All You Can Eat,IN,4.0,Japanese
Kumo Japanese Steakhouse & Sushi,FL,3.5,Japanese
Itsuki Restaurant,CA,4.0,Japanese
Pho 21,IN,4.5,Vietnamese
China Aston,PA,2.5,Chinese
3D Sushi Thai Lao,FL,4.5,Thai
Big Catch Poke,PA,4.5,Japanese
Royal Buffet & Grill,PA,2.5,Japanese
Buffet City,IL,3.0,Chinese
China Garden,FL,3.5,Chinese
Oriental Fusion Grill,PA,3.0,Japanese
Season Chinese Restaurant,FL,4.0,Chinese
Death In The Afternoon,MO,4.0,Japanese
China Town Restaurant,IL,3.5,Chinese
China Star,FL,3.0,Chinese
Amarit Thai Restaurant,FL,4.0,Thai
Maki of Japan Japanese Eatery,IN,3.0,Japanese
City Buffet,ID,3.0,Chinese
Thai Phooket II,TN,4.0,Thai
China Wok,MO,4.5,Chinese
In Soo Restaurant,MO,3.0,Korean
Megumi Japanese Ramen & Sushi Bar,PA,4.0,Japanese
Jadefire Sushi Bar and Asian Cuisine,FL,4.0,Japanese
Gokul Indian Restaurant,MO,4.0,Indian
Eatwell Kitchen,FL,4.5,Indian
Poké Bowl,ID,4.0,Chinese
The Twisted Indian,FL,4.0,Indian
Uncle Chen Restaurant,CA,4.0,Chinese
Nara Ramen & Izakaya - Boise,ID,4.0,Japanese
Apna Kitchen,IN,4.0,Indian
Pho Tau Bay,PA,4.0,Vietnamese
Sushi Kampai Japanese Restaurant,FL,4.0,Japanese
Rakkii Ramen,PA,3.5,Japanese
NINE,PA,4.5,Thai
Sakura,NJ,4.5,Japanese
Sake Cafe Uptown,LA,3.5,Japanese
Fujiyama Japanese Steakhouse & Sushi Bar,PA,3.5,Japanese
Shang Hai,FL,3.5,Chinese
Asia @ Cafe,PA,2.5,Thai
Grace Bistro,NJ,4.5,Chinese
Pin On Cafe,FL,4.5,Thai
Viet Orleans Bistro,LA,3.5,Vietnamese
Sho Wok,MO,3.5,Chinese
Samosa Deb,PA,2.0,Indian
Payaathai Cuisine,FL,4.5,Thai
Sabai Asian Bistro,FL,4.5,Thai
Mr Chiu Restaurant,IL,3.0,Chinese
No1 Wok Chinese Restaurant,FL,3.0,Chinese
Patrone,PA,4.5,Japanese
Chop Chop Shop,FL,4.5,Korean
Hunan East,NJ,4.5,Chinese
Hong Kong Buffet,PA,2.5,Chinese
Stone Dragon Chinese & Japanese Restaurant,NJ,3.5,Chinese
Win Wah,PA,3.0,Chinese
Levittown Buffet,PA,2.5,Chinese
Dragon City,IN,3.5,Chinese
China Buffet,MO,2.0,Chinese
China Taste,FL,3.0,Chinese
Panda Express,NV,2.0,Chinese
Thali,NV,4.5,Indian
Famous Kabab Of Tampa,FL,3.5,Indian
Brown Street Coffee & Bánhery,PA,4.0,Vietnamese
Seoul Kitchen,AZ,3.5,Korean
Wecook,CA,3.0,Chinese
Szechuan Restaurant,DE,3.5,Chinese
New Panda,PA,3.5,Chinese
Kyoto 2,LA,4.0,Japanese
Great Wall - Doylestown,PA,3.5,Chinese
Ong's Nice Chinese Noodle House,PA,4.0,Vietnamese
Dosa Express,AZ,4.0,Indian
Pho Quyen,FL,4.0,Vietnamese
Golden Key Chinese Restaurant,PA,3.5,Chinese
Jason's Cozyday,PA,4.5,Korean
Cho Thai,LA,4.0,Thai
Chin Chin Chinese-Thai-Hibachi Restaurant,NV,4.0,Thai
Saigon Bay Vietnamese Restaurant,FL,4.0,Vietnamese
Korean Garden Grill,IL,4.5,Korean
Bam Bam Kitchen,PA,4.5,Korean
2 Tha Joint Sushi,NV,3.5,Korean
Piscobar Kitchen,LA,3.5,Chinese
Wasabi,PA,4.0,Chinese
Phu Fha Thai Restaurant,PA,4.0,Thai
Rollbotto Sushi,FL,3.5,Japanese
Sakana Of Tokyo,IN,3.5,Japanese
Yummi Tummi,MO,4.5,Japanese
Zhang Bistro,LA,4.5,Thai
Panda Express,PA,2.0,Chinese
China Taste,FL,3.0,Chinese
No. 1 China,PA,3.0,Chinese
Sushi On the Rocks,IN,2.5,Japanese
China Dragon,FL,4.0,Chinese
East Lake Chinese Restaurant,PA,3.0,Chinese
Mekong Restaurant,MO,3.0,Vietnamese
Corner Asian Bistro,TN,4.0,Thai
Koko’s Korean Kitchen,NV,4.5,Korean
The Tampa Buffet,FL,2.5,Chinese
Thip's Thai Cuisine,IL,4.0,Thai
Lovejoy's Pickle Room,CA,4.0,Chinese
Qu Japan,PA,3.0,Japanese
Sakana Express,NV,4.0,Korean
China Wok,PA,4.0,Chinese
Wild Ginger II,PA,3.5,Thai
Go Stir Fry,NJ,4.0,Japanese
Gangchu,FL,4.0,Korean
K Top Asian Fusion,PA,3.0,Korean
Kimigusaki Japanese Restaurant,IN,3.5,Japanese
Hunan Garden Chinese Kitchen,NJ,3.5,Chinese
Kho Bo Ngoc Quyen,LA,4.5,Vietnamese
Yi Pin Restaurant,PA,4.5,Chinese
Taste of Tokyo,LA,4.0,Japanese
Pho 75,PA,4.5,Vietnamese
Hibachi Buffet,FL,3.0,Chinese
E Hur Wei,TN,3.5,Chinese
Pholicious,NJ,3.5,Vietnamese
Hunan Wok Philly,PA,3.5,Chinese
Yu Hsiang Garden,PA,3.5,Chinese
Bbc Asian Bar & Cafe,MO,2.5,Vietnamese
KELP Sushi Joint,FL,3.5,Japanese
Sushi Ai,MO,4.0,Japanese
New York Chinese Buffet,FL,1.0,Chinese
Laxmi's Indian Grille-East Falls,PA,3.5,Indian
Shokku Ramen,TN,3.0,Japanese
Hibachi Bar Japanese Steak House,IN,3.5,Japanese
Bo Fung Chinese Kitchen,MO,4.0,Chinese
China Inn,PA,4.0,Chinese
Karma Restaurant & Bar,PA,4.0,Indian
Cafe on Route 30,PA,3.5,Indian
Kong Restaurant,PA,2.5,Chinese
Masa Asia,PA,4.5,Vietnamese
Sushiyobi,TN,3.5,Korean
Kumo Japanese Steakhouse,IN,4.0,Japanese
Kakkoii Japanese Bistreaux,LA,4.0,Japanese
Huang's Garden,NJ,3.5,Chinese
India Gate,FL,4.0,Indian
Watami Sushi All You Can Eat,IN,4.0,Japanese
Indian Hut,PA,3.0,Indian
Manee Thai Cuisine IN,IN,4.5,Thai
Gaman Ramen,NV,4.0,Japanese
Bombay Bistro,TN,3.5,Indian
H Mart - Elkins Park,PA,4.0,Korean
Saing Thai Cuisine,AZ,4.0,Thai
Cho Cho San Sushi Bar,PA,4.0,Japanese
Pho 21,NV,3.5,Vietnamese
China Moon,FL,3.5,Chinese
Farina pasta and Noodle,PA,4.5,Chinese
Old St Louis Chop Suey,MO,4.0,Chinese
China City,PA,2.5,Chinese
Kabuki Japanese Restaurant,FL,3.5,Japanese
Panda Express,ID,3.0,Chinese
Dj's Kitchen,NJ,4.0,Korean
china 1,FL,3.0,Chinese
Waba Restaurant,PA,4.0,Korean
I Love Sushi Nashville,TN,4.0,Japanese
My Thai Cafe,IN,4.0,Thai
Hollywood Grill & Fun Center,TN,3.0,Japanese
"Kabuto Hibachi, Sushi & Lounge",PA,4.0,Japanese
Szechuan China Royal Restaurant,PA,3.0,Chinese
Indian Garden,PA,4.0,Indian
China Orchid Restaurant,LA,3.0,Chinese
Ha Long Bay & The Spot,FL,4.0,Vietnamese
Qing Mu,PA,4.5,Japanese
Little Octopus,TN,4.5,Vietnamese
Bistro SouthEast,PA,4.5,Korean
Steam Boys,TN,4.5,Chinese
Thai Spice,PA,4.0,Thai
Panda Express,MO,2.0,Chinese
Pho Kitch'n,PA,3.5,Vietnamese
JinJu Korean Grill & Sushi,FL,4.0,Korean
Shanghai Express,FL,3.5,Chinese
Two Ten Jack,TN,4.0,Japanese
Hokkaido,MO,3.0,Japanese
Pisces Sushi,NV,4.0,Japanese
Panda Express,NJ,2.5,Chinese
China Spring,TN,4.5,Chinese
Philadelphia Chutney Company,PA,4.0,Indian
Mr Bubbles Sandwich House,LA,4.0,Vietnamese
Ken's Thai Cuisine,PA,4.0,Thai
Blue Fugu,FL,3.5,Japanese
China House,IL,4.0,Chinese
vPho,DE,4.5,Vietnamese
Maya's South Indian Cuisine,NV,4.5,Indian
Pad Thai House,ID,4.0,Thai
Chinese Kitchen,LA,3.5,Chinese
China Buffett,MO,3.0,Chinese
Taj Palace,DE,3.5,Indian
Little Tokyo,NJ,4.0,Japanese
Taj Indian Cuisine,IL,4.5,Indian
Szechuan Restaurant,CA,3.5,Chinese
China Wok,PA,3.5,Chinese
Curry Bowl,FL,4.0,Indian
Confucius Restaurant,ID,2.5,Chinese
Akira Sushi Hibachi,LA,3.5,Japanese
Mandarin Buffet,NJ,2.5,Chinese
Lin's Grand Buffet,AZ,3.0,Chinese
Sunny Asian Cuisine,PA,3.0,Chinese
